Graph,QY Rhyme,GY Rhyme,GY Tone,GY fanqie,GY Baxter,Division,Kai/Hekou,QY Division,PingSheng Eq.,SBGY,MCI,MCF,MCT,Middle Chinese,MC/QY
楝,,霰,去,郎甸,lenH,四,開,來,先,407.52,,,,,lienᶜ
裔,祭,祭,去,餘制,yejH,三,開,以（喻四）,,377.52,,,,,jiäiᶜ
裔,,,,,,,,,,,,,,,jiäiᶜ
䜕,夬,夬,去,莫話,mæjH,二,開,明,,386.43,,,,,
䜕,夬,夬,去,火犗,xæjH,二,開,曉,,387.16,,,,,
䜕,,怪,去,許介,xɛjH,二,開,曉,皆,385.26,,,,,
署,,御,去,常恕,dzyoH,三,開,常（禪三）,魚,362.21,dzy-,-jo,C,dzyoH,źjwoᶜ
葯,,藥,入,於略,ʔjak,三,開,影,陽,502.30,,,,,
葯,,覺,入,於角,ʔæwk,二,開,影,江,467.02,,,,,
矌,,宕,去,苦謗,khwangH,一,合,溪,唐,428.29,,,,,
狷,,霰,去,古縣,kwenH,四,合,見,先,407.24,,,,,
狷,,線,去,古掾,kwjienH (IV),三,合,見,仙,409.38,,,,,
祗,脂,脂,平,旨夷,tsyij,三,開,章（照三）,脂,51.01,,,,,tśi
䍐,,翰,去,呼旰,xanH,一,開,曉,寒,401.54,,,,,
䍐,,旱,上,呼旱,xanX,一,開,曉,寒,284.49,,,,,
儁,,稕,去,子峻,tswinH,三,合,精,諄,395.06,,,,,
把,,馬,上,愽下,pæX,二,開,幫,麻,309.12,p-,-ae,B,paeX,paᴮ
猖,陽,陽,平,尺良,tsyhang,三,開,昌（穿三）,陽,173.31,,,,,
旂,微,微,平,渠希,gjɨj,三,開,群,微,65.05,g-,-j+j,A,gj+j,gjei
巍,微,微,平,語韋,ngwjɨj,三,合,疑,微,66.08,ng-,-jw+j,A,ngjw+j,ŋjwei
崅,,,,,,,,,,,,,,,
拽,,,,,,,,,,,,,,,
駄,,,,,,,,,,,,,,,
淪,真,諄,平,力迍,lwin,三,合,來,諄,107.29,,,,,
髹,,,,,,,,,,,,,,,
兗,,獮,上,以轉,ywenX,三,合,以（喻四）,仙,293.22,,,,,
刳,模,模,平,苦胡,khu,一,開,溪,模,85.41,,,,,kʰuo
匋,豪,豪,平,徒刀,daw,一,開,定,豪,157.40,d-,-aw,A,daw,
莪,歌,歌,平,五何,nga,一,開,疑,歌,160.30,,,,,
眴,,霰,去,黃練,hwenH,四,合,匣,先,407.14,,,,,xiwenᶜ
眴,真,諄,平,如勻,nywin,三,合,日,諄,107.23,,,,,sjuen
眴,真,諄,平,相倫,swin,三,合,心,諄,106.53,,,,,
眴,,稕,去,舒閏,sywinH,三,合,書（審三）,諄,395.23,,,,,
眴,,霰,去,許縣,xwenH,四,合,曉,先,406.49,,,,,
辟,,昔,入,房益,bjiek,三,開,並,清,519.23,b-,-ek,D,bek,bjäk
辟,,昔,入,芳辟,phjiek,三,開,滂,清,519.50,p-,-jiek,D,pjiek,pjäk
辟,,昔,入,必益,pjiek,三,開,幫,清,519.42,,,,,
𡵉,,,,,,,,,,,,,,,
戇,,絳,去,陟降,træwngH,二,開,知,江,345.38,,,,,"xuŋᶜ,ṭåŋᶜ"
戇,,送,去,呼貢,xuwngH,一,開,曉,東,344.17,,,,,
吠,廢,廢,去,符廢,bjojH,三,開,並,,391.33,b-,-joj,C,bjojH,bjwɐiᶜ
粵,,月,入,王伐,hwjot,三,合,云（喻三）,元,478.02,h-,-jwot,D,hjwot,
陟,,職,入,竹力,trik,三,開,知,蒸,525.14,tr-,-ik,D,trik,ṭjək
卑,支,支,平,府移,pjie (IV),三,開,幫,支,47.06,p-,-jie,A,pjie,pjie 4
芋,虞,虞,平,羽俱,hju,三,開,云（喻三）,虞,74.02,h-,-ju,C,hjuH,juᶜ
芋,,遇,去,王遇,hjuH,三,開,云（喻三）,虞,366.05,,,,,
螟,青,青,平,莫經,meng,四,開,明,青,197.32,,,,,
憝,,隊,去,徒對,dwojH,一,合,定,灰,387.27,,,,,
議,,寘,去,宜寄,ngjeH (III),三,開,疑,支,347.42,ng-,-je,C,ngjeH,
𩦎,,尾,上,敷尾,phjɨjX,三,開,滂,微,255.12,,,,,
𥭳,,,,,,,,,,,,,,,
幞,,燭,入,房玉,bjowk,三,開,並,鍾,463.23,,,,,
夐,,,,,,,,,,,,,,,
瓿,虞,虞,平,防無,bju,三,開,並,虞,78.13,,,,,
瓿,,厚,上,蒲口,buwX,一,開,並,侯,325.36,,,,,
啄,,覺,入,竹角,træwk,二,開,知,江,465.21,tr-,-aewk,D,traewk,"ṭåk,tuk"
啄,,屋,入,丁木,tuwk,一,開,端,東,450.14,,,,,
㤞,,鐸,入,徒落,dak,一,開,定,唐,504.39,,,,,
湄,脂,脂,平,武悲,mij (III),三,開,明,脂,57.09,,,,,
螽,東,東,平,職戎,tsyuwng,三,開,章（照三）,東,25.04,tsy-,-juwng,A,tsyuwng,tśjuŋ
某,,厚,上,莫厚,muwX,一,開,明,侯,325.20,m-,-uw,B,muwX,məuᴮ
徽,微,微,平,許歸,xwjɨj,三,合,曉,微,63.42,x-,-jw+j,A,xjw+j,xjwei
徽,,,,,,,,,,,,,,,xjwei
譻,耕,耕,平,烏莖,ʔɛng,二,開,影,耕,188.55,,,,,
鬲,,麥,入,古核,kɛk,二,開,見,耕,515.16,k-,-eak,D,keak,kɛk
鬲,,錫,入,郎擊,lek,四,開,來,青,521.06,l-,-ek,D,lek,
熯,,獮,上,人善,nyenX,三,開,日,仙,292.24,,,,,xânᴮ
熯,,翰,去,呼旰,xanH,一,開,曉,寒,401.53,,,,,
熯,,旱,上,呼旱,xanX,一,開,曉,寒,285.03,,,,,
羈,支,支,平,居宜,kje (III),三,開,見,支,46.53,k-,-je,A,kje,
輞,,養,上,文兩,mjangX,三,開,明,陽,312.32,,,,,
刅,,,,,,,,,,,,,,,
漆,,質,入,親吉,tshit,三,開,清,真,468.44,,,,,tsʰjet
制,祭,祭,去,征例,tsyejH,三,開,章（照三）,,377.20,tsy-,-jej,C,tsyejH,
晌,,,,,,,,,,,,,,,
貝,泰,泰,去,愽蓋,pajH,一,開,幫,,381.07,,,,,puâiᶜ
隮,齊,齊,平,祖稽,tsej,四,開,精,齊,91.20,,,,,tsiei[ᶜ]
隮,,霽,去,子計,tsejH,四,開,精,齊,370.24,,,,,
縷,,麌,上,力主,ljuX,三,開,來,虞,264.07,l-,-ju,B,ljuX,
黫,山,山,平,烏閑,ʔɛn,二,開,影,山,130.07,,,,,
薊,,霽,去,古詣,kejH,四,開,見,齊,372.46,,,,,
柮,,末,入,藏活,dzwat,一,合,從,桓,485.29,,,,,
柮,,沒,入,當没,twot,一,合,端,魂,480.40,,,,,
芷,,止,上,諸市,tsyiX,三,開,章（照三）,之,251.04,,,,,
溳,文,文,平,王分,hjun,三,開,云（喻三）,文,110.09,,,,,
溳,,軫,上,于敏,hwinX (III),三,合,云（喻三）,真,277.18,,,,,
證,,證,去,諸應,tsyingH,三,開,章（照三）,蒸,432.39,tsy-,-ing,C,tsyingH,tśjəŋᶜ
輳,,候,去,倉奏,tshuwH,一,開,清,侯,439.42,,,,,
䔫,,,,,,,,,,,,,,,
撫,,麌,上,芳武,phjuX,三,開,滂,虞,262.25,ph-,-ju,B,phjuX,pʰjuᴮ
𩦺,東,東,平,莫紅,muwng,一,開,明,東,29.16,,,,,
藖,山,山,平,戸閒,hɛn,二,開,匣,山,129.22,,,,,
藖,,襉,去,侯襇,hɛnH,二,開,匣,山,406.08,,,,,
辱,,燭,入,而蜀,nyowk,三,開,日,鍾,462.14,ny-,-jowk,D,nyowk,ńźjwok
埜,,,,,,,,,,,y-,-jae,B,yaeX,
豕,,紙,上,施是,syeX,三,開,書（審三）,支,245.43,sy-,-je,B,syeX,śjieᴮ
𮂓,,,,,,,,,,,,,,,
膚,虞,虞,平,甫無,pju,三,開,幫,虞,79.35,p-,-ju,A,pju,pju
罐,,,,,,,,,,,,,,,
淈,,沒,入,下没,hot,一,開,匣,魂,482.42,,,,,"kuət,ɣuət"
淈,,沒,入,古忽,kwot,一,合,見,魂,480.06,,,,,
蝥,虞,虞,平,武夫,mju,三,開,明,虞,73.12,,,,,
蝥,,遇,去,亡遇,mjuH,三,開,明,虞,365.47,,,,,
蝥,尤,尤,平,莫浮,mjuw,三,開,明,尤,211.45,,,,,
蝥,肴,肴,平,莫交,mæw,二,開,明,肴,153.10,,,,,
澧,,薺,上,盧啓,lejX,四,開,來,齊,268.16,,,,,
鯉,,止,上,良士,liX,三,開,來,之,252.20,l-,-i,B,liX,ljiᴮ
邛,鍾,鍾,平,渠容,gjowng,三,開,群,鍾,37.37,,,,,gjwoŋ
笯,麻,麻,平,女加,nræ,二,開,娘,麻,166.31,,,,,
笯,模,模,平,乃都,nu,一,開,泥,模,83.08,,,,,
笯,,暮,去,乃故,nuH,一,開,泥,模,369.34,,,,,
𡡓,,,,,,,,,,,,,,,
餤,談,談,平,徒甘,dam,一,開,定,談,223.36,,,,,
珣,真,諄,平,相倫,swin,三,合,心,諄,106.55,,,,,
煼,,巧,上,初爪,tsrhæwX,二,開,初（穿二）,肴,301.01,,,,,
鉸,肴,肴,平,古肴,kæw,二,開,見,肴,152.25,k-,-aew,B,kaewX,
鉸,,效,去,古孝,kæwH,二,開,見,肴,415.21,,,,,
鉸,,巧,上,古巧,kæwX,二,開,見,肴,300.14,,,,,
㺷,,,,,,,,,,,,,,,
斅,,,,,,,,,,,,,,,Ɣauᶜ
鱮,,語,上,徐吕,zjoX,三,開,邪,魚,259.27,,,,,
姬,之,之,平,居之,ki,三,開,見,之,61.32,k-,-i,A,ki,
姬,之,之,平,與之,yi,三,開,以（喻四）,之,59.14,,,,,
敘,,語,上,徐吕,zjoX,三,開,邪,魚,259.20,z-,-jo,B,zjoX,
陀,歌,歌,平,徒河,da,一,開,定,歌,159.39,,,,,
埞,,,,,,,,,,,,,,,
拼,耕,耕,平,北萌,pɛng,二,開,幫,耕,189.41,,,,,
楥,,願,去,虚願,xwjonH,三,合,曉,元,398.49,,,,,
諭,,遇,去,羊戍,yuH,三,開,以（喻四）,虞,365.21,,,,,
霠,侵,侵,平,於金,ʔim (III),三,開,影,侵,220.13,,,,,
竁,祭,祭,去,此芮,tshwjejH,三,合,清,,376.01,,,,,tsʰjuäiᶜ
竁,祭,祭,去,楚稅,tsrhwjejH,三,合,初（穿二）,,376.40,,,,,
竁,,線,去,尺絹,tsyhwenH,三,合,昌（穿三）,仙,410.01,,,,,
侃,,翰,去,苦旰,khanH,一,開,溪,寒,401.44,,,,,
侃,,旱,上,空旱,khanX,一,開,溪,寒,284.47,,,,,
鸒,魚,魚,平,以諸,yo,三,開,以（喻四）,魚,68.23,y-,-jo,C,yoH,
鸒,,御,去,羊洳,yoH,三,開,以（喻四）,魚,363.20,,,,,
詆,齊,齊,平,杜奚,dej,四,開,定,齊,87.64,,,,,
詆,,薺,上,都禮,tejX,四,開,端,齊,269.05,,,,,
頳,,,,,,,,,,,,,,,
𢈁,,,,,,,,,,,,,,,
玆,先,先,平,胡涓,hwen,四,合,匣,先,136.33,,,,,tsi
頏,唐,唐,平,胡郎,hang,一,開,匣,唐,182.43,,,,,Ɣâŋ
頏,,宕,去,苦浪,khangH,一,開,溪,唐,428.16,,,,,
鬭,,,,,,,,,,,,,,,
艽,尤,尤,平,巨鳩,gjuw,三,開,群,尤,210.26,,,,,
艽,脂,脂,平,渠追,gwij (III),三,合,群,脂,56.36,,,,,
耄,,号,去,莫報,mawH,一,開,明,豪,417.44,,,,,
酗,,遇,去,香句,xjuH,三,開,曉,虞,365.06,,,,,xjuᶜ
｝,,,,,,,,,,,,,,,
濂,添,添,平,勒兼,lem,四,開,來,添,229.03,,,,,
濂,添,添,平,許兼,xem,四,開,曉,添,229.20,,,,,
傀,,賄,上,口猥,khwojX,一,合,溪,灰,272.55,,,,,
傀,灰,灰,平,公回,kwoj,一,合,見,灰,97.02,,,,,
蓛,,,,,,,,,,,,,,,
輯,,緝,入,秦入,dzip,三,開,從,侵,531.40,,,,,
莼,,,,,,,,,,,,,,,
鎖,,果,上,蘇果,swaX,一,合,心,戈,305.40,s-,-wa,B,swaX,
鉷,東,東,平,戸公,huwng,一,開,匣,東,30.35,,,,,
輶,尤,尤,平,以周,yuw,三,開,以（喻四）,尤,204.37,,,,,
輶,,宥,去,余救,yuwH,三,開,以（喻四）,尤,437.11,,,,,
輶,,有,上,與久,yuwX,三,開,以（喻四）,尤,324.15,,,,,
秖,,,,,,,,,,,,,,,
葓,東,東,平,戸公,huwng,一,開,匣,東,30.42,,,,,
箠,支,支,平,竹垂,trwje,三,合,知,支,50.29,,,,,
箠,,紙,上,之累,tsyweX,三,合,章（照三）,支,246.10,,,,,
潼,東,東,平,徒紅,duwng,一,開,定,東,23.31,,,,,
潼,鍾,鍾,平,尺容,tsyhowng,三,開,昌（穿三）,鍾,34.44,,,,,
翫,,換,去,五換,ngwanH,一,合,疑,桓,403.33,ng-,-wan,C,ngwanH,
鷠,,,,,,,,,,,,,,,
簀,,麥,入,側革,tsrɛk,二,開,莊（照二）,耕,514.14,,,,,
鈚,脂,脂,平,房脂,bjij (IV),三,開,並,脂,52.23,,,,,
鈚,齊,齊,平,匹迷,phej,四,開,滂,齊,91.08,,,,,
𤱶,,,,,,,,,,,,,,,
廠,,漾,去,尺亮,tsyhangH,三,開,昌（穿三）,陽,426.14,,,,,
廠,,養,上,昌兩,tsyhangX,三,開,昌（穿三）,陽,311.51,,,,,
呢,脂,脂,平,女夷,nrij,三,開,娘,脂,53.45,,,,,
滴,,錫,入,都歷,tek,四,開,端,青,521.38,,,,,tiek
濠,豪,豪,平,胡刀,haw,一,開,匣,豪,155.01,,,,,
苣,,語,上,其吕,gjoX,三,開,群,魚,258.16,,,,,
貁,,宥,去,余救,yuwH,三,開,以（喻四）,尤,437.01,,,,,
遣,,線,去,去戰,khjienH (IV),三,開,溪,仙,409.33,kh-,-jien,B,khjienX,kʰjiänᶜ
遣,,獮,上,去演,khjienX (IV),三,開,溪,仙,291.34,kh-,-jien,C,khjienH,kʰjiänᴮ 4
秩,,質,入,直一,drit,三,開,澄,真,468.19,,,,,
乚,,,,,,,,,,,,,,,
筯,,御,去,遟倨,drjoH,三,開,澄,魚,362.54,,,,,
鼟,登,登,平,他登,thong,一,開,透,登,202.18,,,,,
取,,麌,上,七庾,tshjuX,三,開,清,虞,264.06,tsh-,-uw,B,tshuwX,tsʰjuᴮ
取,,厚,上,蒼苟,tshuwX,一,開,清,侯,327.48,tsh-,-ju,B,tshjuX,
取,,,,,,,,,,,tsh-,-ju,C,tshjuH,
蹟,,昔,入,資昔,tsjiek,三,開,精,清,516.41,ts-,-jek,D,tsjek,tsjäk
畝,,,,,,,,,,,m-,-uw,B,muwX,məuᴮ
舃,,,,,,,,,,,,,,,
淜,蒸,蒸,平,扶冰,bing,三,開,並,蒸,199.21,,,,,
笇,,換,去,蘇貫,swanH,一,合,心,桓,404.15,,,,,
嶄,,,,,,,,,,,,,,,
蹬,,嶝,去,徒亘,dongH,一,開,定,登,434.01,,,,,
鋃,唐,唐,平,魯當,lang,一,開,來,唐,179.23,,,,,
厨,,,,,,,,,,,,,,,
韔,,漾,去,丑亮,trhjangH,三,開,徹,陽,425.21,,,,,
歟,魚,魚,平,以諸,yo,三,開,以（喻四）,魚,68.08,,,,,
歟,,御,去,羊洳,yoH,三,開,以（喻四）,魚,363.29,,,,,
歟,,語,上,余吕,yoX,三,開,以（喻四）,魚,256.42,,,,,
嫋,,篠,上,奴鳥,newX,四,開,泥,蕭,296.36,,,,,
鑰,,藥,入,以灼,yak,三,開,以（喻四）,陽,501.06,,,,,
桓,寒(+w),桓,平,胡官,hwan,一,合,匣,桓,123.33,h-,-wan,A,hwan,Ɣuân
殿,,霰,去,堂練,denH,四,開,定,先,407.27,d-,-en,C,denH,tienᶜ
殿,,霰,去,都甸,tenH,四,開,端,先,409.04,t-,-en,C,tenH,dienᶜ
漻,蕭,蕭,平,落蕭,lew,四,開,來,蕭,146.07,,,,,
撻,,曷,入,他達,that,一,開,透,寒,483.27,,,,,
邁,夬,夬,去,莫話,mæjH,二,開,明,,386.41,,,,,
暘,陽,陽,平,與章,yang,三,開,以（喻四）,陽,170.04,,,,,
疳,,,,,,,,,,,,,,,
恚,,寘,去,於避,ʔwjieH (IV),三,合,影,支,349.16,,,,,
膀,唐,唐,平,步光,bang,一,開,並,唐,183.18,,,,,
瘇,,,,,,,,,,,,,,,
拏,麻,麻,平,女加,nræ,二,開,娘,麻,166.23,nr-,-ae,A,nrae,
賡,庚,庚,平,古行,kæng,二,開,見,庚,184.06,,,,,kɐŋ[ᶜ]
耻,,,,,,,,,,,,,,,
童,東,東,平,徒紅,duwng,一,開,定,東,23.16,d-,-uwng,A,duwng,duŋ
㩦,,,,,,,,,,,,,,,
綳,,,,,,,,,,,,,,,
莿,泰,泰,去,落蓋,lajH,一,開,來,,383.05,,,,,
莿,,寘,去,七賜,tshjeH,三,開,清,支,347.32,,,,,
噰,鍾,鍾,平,於容,ʔjowng,三,開,影,鍾,36.08,,,,,
𣯶,,,,,,,,,,,,,,,
渲,,線,去,息眷,swjenH,三,合,心,仙,411.36,,,,,
瀅,,徑,去,烏定,ʔwengH,四,合,影,青,432.35,,,,,
徠,咍,咍,平,洛哀,loj,一,開,來,咍,100.23,,,,,
徠,,代,去,落代,lojH,一,開,來,咍,390.58,,,,,
漱,,宥,去,所佑,srjuwH,三,開,生（審二）,尤,435.39,sr-,-juw,C,srjuwH,"səuᶜ,ṣjəuᶜ"
漱,,候,去,蘇奏,suwH,一,開,心,侯,439.08,,,,,
蜍,魚,魚,平,署魚,dzyo,三,開,常（禪三）,魚,71.37,,,,,
蜍,魚,魚,平,以諸,yo,三,開,以（喻四）,魚,67.41,,,,,
䮧,寒(-w),寒,平,胡安,han,一,開,匣,寒,121.09,,,,,
䮧,,翰,去,侯旰,hanH,一,開,匣,寒,400.34,,,,,
璚,清,清,平,渠營,gwjieng,三,合,群,清,193.06,,,,,
｛,,,,,,,,,,,,,,,
誄,,旨,上,力軌,lwijX,三,合,來,脂,249.18,l-,-wij,B,lwijX,
勠,尤,尤,平,力求,ljuw,三,開,來,尤,203.04,,,,,
勠,,宥,去,力救,ljuwH,三,開,來,尤,436.20,,,,,
勠,,屋,入,力竹,ljuwk,三,開,來,東,454.16,,,,,
𢞎,,怪,去,蒲拜,bɛjH,二,開,並,皆,386.08,,,,,
𢞎,,蟹,上,薄蟹,bɛɨX,二,開,並,佳,271.02,,,,,
踊,,腫,上,余隴,yowngX,三,開,以（喻四）,冬鍾,238.30,y-,-jowng,B,yowngX,jiwoŋᴮ
鳿,,燭,入,魚欲,ngjowk,三,開,疑,鍾,461.20,,,,,
碎,,隊,去,蘇内,swojH,一,合,心,灰,389.10,s-,-woj,C,swojH,
鐶,刪,刪,平,戸關,hwæn,二,合,匣,刪,128.02,,,,,
萁,之,之,平,渠之,gi,三,開,群,之,60.08,,,,,
萁,之,之,平,居之,ki,三,開,見,之,61.37,,,,,
勷,陽,陽,平,汝陽,nyang,三,開,日,陽,174.40,,,,,
慇,殷,欣,平,於斤,ʔjɨn,三,開,影,欣,112.22,-,-j+n,A,j+n,
懍,,寢,上,力稔,limX,三,開,來,侵,328.26,,,,,
損,,混,上,蘇本,swonX,一,合,心,魂,282.27,s-,-won,B,swonX,suənᴮ
盟,庚,庚,平,武兵,mjæng,三,開,明,庚,186.14,m-,-jaeng,A,mjaeng,mjwɐŋ
盟,,映,去,莫更,mængH,二,開,明,庚,429.21,,,,,
䋏,,鐸,入,在各,dzak,一,開,從,唐,508.26,,,,,
歠,,薛,入,昌悅,tsyhwet,三,合,昌（穿三）,仙,499.13,,,,,
吶,,薛,入,女劣,nrwjet,三,合,娘,仙,500.17,ny-,-jwet,D,nywet,
坋,,問,去,扶問,bjunH,三,開,並,文,396.47,,,,,
坋,,吻,上,房吻,bjunX,三,開,並,文,279.05,,,,,
𪑿,之,之,平,子之,tsi,三,開,精,之,63.18,,,,,
圈,,獮,上,渠篆,gwjenX (III),三,合,群,仙,293.44,,,,,
圈,,願,去,臼万,gwjonH,三,合,群,元,399.02,,,,,
圈,,阮,上,求晚,gwjonX,三,合,群,元,281.15,,,,,
潞,,暮,去,洛故,luH,一,開,來,模,367.15,,,,,
燧,,至,去,徐醉,zwijH,三,合,邪,脂,350.32,,,,,
揣,,紙,上,初委,tsrhwjeX,三,合,初（穿二）,支,246.14,tsrh-,-jwe,B,tsrhjweX,
揣,,果,上,丁果,twaX,一,合,端,戈,305.32,,,,,
腔,江,江,平,苦江,khæwng,二,開,溪,江,40.06,,,,,
引,,震,去,羊晉,yinH,三,開,以（喻四）,真,392.29,y-,-in,C,yinH,jienᴮ
引,,軫,上,余忍,yinX,三,開,以（喻四）,真,276.32,y-,-in,B,yinX,
棗,,晧,上,子晧,tsawX,一,開,精,豪,302.47,ts-,-aw,B,tsawX,
岩,,,,,,,,,,,,,,,
亥,,海,上,胡改,hojX,一,開,匣,咍,274.22,h-,-oj,B,hojX,Ɣəiᴮ
綽,,藥,入,昌約,tsyhak,三,開,昌（穿三）,陽,502.25,tsyh-,-jak,D,tsyhak,
顒,鍾,鍾,平,魚容,ngjowng,三,開,疑,鍾,36.02,,,,,
怍,,鐸,入,在各,dzak,一,開,從,唐,508.14,,,,,
睠,,線,去,居倦,kwjenH (III),三,合,見,仙,410.32,k-,-jwen,C,kjwenH,
恫,,送,去,徒弄,duwngH,一,開,定,東,343.10,,,,,tʰuŋ
恫,東,東,平,他紅,thuwng,一,開,透,東,31.32,,,,,
籹,,語,上,尼吕,nrjoX,三,開,娘,魚,258.02,nr-,-jo,B,nrjoX,
厲,祭,祭,去,力制,ljejH,三,開,來,,378.46,l-,-jej,C,ljejH,ljäiᶜ
厲,,,,,,,,,,,l-,-jej,C,ljejH,ljäiᶜ
厲,,,,,,,,,,,l-,-jej,C,ljejH,ljäiᶜ
厲,,,,,,,,,,,,,,,ljäiᶜ
厲,,,,,,,,,,,,,,,ljäiᶜ
厲,,,,,,,,,,,,,,,ljäiᶜ
婕,,葉,入,即葉,tsjep,三,開,精,鹽,538.37,,,,,
矲,,蟹,上,薄蟹,bɛɨX,二,開,並,佳,270.52,,,,,
麴,,屋,入,驅匊,khjuwk,三,開,溪,東,455.28,,,,,
杲,,晧,上,古老,kawX,一,開,見,豪,302.56,,,,,
瀲,,豔,去,力驗,ljemH,三,開,來,鹽,444.04,,,,,
瀲,,琰,上,良冉,ljemX,三,開,來,鹽,333.36,,,,,
科,歌,戈,平,苦禾,khwa,一,合,溪,戈,163.52,,,,,kʰuâ
科,,過,去,苦卧,khwaH,一,合,溪,戈,420.25,,,,,kʰuâ
粱,陽,陽,平,呂章,ljang,三,開,來,陽,172.01,,,,,
卸,,禡,去,司夜,sjæH,三,開,心,麻,423.02,,,,,
碩,,昔,入,常隻,dzyiek,三,開,常（禪三）,清,518.14,dzy-,-jek,D,dzyek,
别,,,,,,,,,,,,,,,
煥,,換,去,火貫,xwanH,一,合,曉,桓,404.08,,,,,
蝕,,職,入,乗力,zyik,三,開,船（牀三）,蒸,525.17,zy-,-ik,D,zyik,
鮒,,遇,去,符遇,bjuH,三,開,並,虞,364.24,,,,,
匿,,職,入,女力,nrik,三,開,娘,蒸,526.02,nr-,-ik,D,nrik,ṇjək
蓊,東,東,平,烏紅,ʔuwng,一,開,影,東,31.09,,,,,
蓊,,董,上,烏孔,ʔuwngX,一,開,影,東,236.42,,,,,
凟,,,,,,,,,,,,,,,
躧,,紙,上,所綺,srjeX,三,開,生（審二）,支,244.35,,,,,
躧,,蟹,上,所蟹,srɛɨX,二,開,生（審二）,佳,271.14,,,,,
給,,緝,入,居立,kip (III),三,開,見,侵,532.54,k-,-ip,D,kip,
悋,,震,去,良刃,linH,三,開,來,真,392.39,,,,,
瞍,蕭,蕭,平,蘇彫,sew,四,開,心,蕭,144.13,,,,,
柵,,,,,,,,,,,,,,,
嘿,,,,,,,,,,,,,,,
頑,刪,刪,平,五還,ngwæn,二,合,疑,刪,128.44,,,,,"ŋwan,ŋwăn"
抖,,厚,上,當口,tuwX,一,開,端,侯,326.05,,,,,
蓡,,,,,,,,,,,,,,,
栽,,代,去,昨代,dzojH,一,開,從,咍,391.11,ts-,-oj,A,tsoj,dzậiᶜ
栽,咍,咍,平,祖才,tsoj,一,開,精,咍,100.28,,,,,
曖,,代,去,烏代,ʔojH,一,開,影,咍,390.38,,,,,
豆,,候,去,田候,duwH,一,開,定,侯,438.24,d-,-uw,C,duwH,dəuᶜ
豆,,,,,,,,,,,d-,-uw,C,duwH,
𥏠,齊,齊,平,邊兮,pej,四,開,幫,齊,88.62,,,,,
禾,歌,戈,平,戸戈,hwa,一,合,匣,戈,163.46,h-,-wa,A,hwa,Ɣuâ
燠,,号,去,烏到,ʔawH,一,開,影,豪,418.34,,,,,Ɂjuk
燠,,晧,上,烏晧,ʔawX,一,開,影,豪,303.36,,,,,
燠,,屋,入,於六,ʔjuwk,三,開,影,東,458.09,,,,,
豖,,燭,入,丑玉,trhjowk,三,開,徹,鍾,463.49,trh-,-jowk,D,trhjowk,
喜,,止,上,虚里,xiX,三,開,曉,之,251.12,x-,-i,B,xiX,xjiᴮ
彝,,,,,,,,,,,y-,-ij,A,yij,
廳,青,青,平,他丁,theng,四,開,透,青,197.17,,,,,
捺,,曷,入,奴曷,nat,一,開,泥,寒,484.46,,,,,
佑,,宥,去,于救,hjuwH,三,開,云（喻三）,尤,434.21,h-,-juw,C,hjuwH,
考,,晧,上,苦浩,khawX,一,開,溪,豪,303.43,,,,,
竽,虞,虞,平,羽俱,hju,三,開,云（喻三）,虞,73.27,h-,-ju,A,hju,
菌,,軫,上,渠殞,gwinX (III),三,合,群,真,276.28,g-,-win,B,gwinX,
菌,,阮,上,求晚,gwjonX,三,合,群,元,281.16,,,,,
瘀,,御,去,依倨,ʔjoH,三,開,影,魚,362.45,,,,,
衎,,翰,去,苦旰,khanH,一,開,溪,寒,401.48,,,,,
衎,,旱,上,空旱,khanX,一,開,溪,寒,284.48,,,,,
筍,,準,上,思尹,swinX,三,合,心,諄,277.36,s-,-win,B,swinX,
齬,魚,魚,平,語居,ngjo,三,開,疑,魚,66.21,,,,,
齬,,語,上,魚巨,ngjoX,三,開,疑,魚,256.12,,,,,
齬,模,模,平,五乎,ngu,一,開,疑,模,83.38,,,,,
剖,,麌,上,芳武,phjuX,三,開,滂,虞,262.33,,,,,pʰəuᴮ
剖,,厚,上,普后,phuwX,一,開,滂,侯,327.08,,,,,
腯,,沒,入,陀骨,dwot,一,合,定,魂,480.51,d-,-wot,D,dwot,
謚,,至,去,神至,zyijH,三,開,船（牀三）,脂,355.45,,,,,
謚,,昔,入,伊昔,ʔjiek,三,開,影,清,516.47,,,,,
膓,,,,,,,,,,,,,,,
噤,,沁,去,巨禁,gimH (III),三,開,群,侵,440.48,,,,,
噤,,寢,上,渠飲,gimX (III),三,開,群,侵,329.26,,,,,
餱,侯,侯,平,戸鉤,huw,一,開,匣,侯,212.17,,,,,
傴,,麌,上,於武,ʔjuX,三,開,影,虞,263.24,,,,,Ɂjuᴮ
覦,虞,虞,平,羊朱,yu,三,開,以（喻四）,虞,76.23,,,,,jiu[ᶜ]
覦,,遇,去,羊戍,yuH,三,開,以（喻四）,虞,365.20,,,,,
貐,,麌,上,以主,yuX,三,開,以（喻四）,虞,263.16,,,,,
逭,,換,去,胡玩,hwanH,一,合,匣,桓,402.35,,,,,
楣,脂,脂,平,武悲,mij (III),三,開,明,脂,57.12,,,,,
岌,,緝,入,魚及,ngip (III),三,開,疑,侵,533.07,,,,,
猭,仙,仙,平,丑緣,trhwjen,三,合,徹,仙,142.25,,,,,
